,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
564,winforms,WinForms,Windows Forms (WinForms) is a UI framework for building Windows desktop applications.,"Windows Forms (WinForms) is a UI framework for building Windows desktop applications. It is a .NET wrapper over Windows user interface libraries, such as User32 and GDI+.",Microsoft,,2017-01-31T21:53:18Z,2022-02-22T06:42:42Z,False
565,rust,Rust,Rust is a systems programming language created by Mozilla.,"Rust is a systems programming language created by Mozilla. It is similar to C++, but is designed for improved memory safety without sacrificing performance.",Graydon Hoare,2010,2016-12-17T03:10:00Z,2022-03-20T02:54:48Z,True
566,anki,Anki,Anki is a free and open-source flashcard program that utilizes spaced repetition.,"Anki is a program which makes remembering things easy. Because it's a lot more
efficient than traditional study methods, you can either greatly decrease your
time spent studying, or greatly increase the amount you learn.",Damien Elmes,"October 5, 2006",2017-02-01T10:05:23Z,2022-03-20T03:31:26Z,False
567,nestjs,Nest,"Nest (NestJS) is a framework for building efficient, scalable Node.js server-side applications.","Nest (NestJS) is a framework for building efficient, scalable Node.js server-side applications. It uses progressive JavaScript, is built with and fully supports TypeScript (yet still enables developers to code in pure JavaScript) and combines elements of OOP (Object Oriented Programming), FP (Functional Programming), and FRP (Functional Reactive Programming).

Nest provides an out-of-the-box application architecture which allows developers and teams to create highly testable, scalable, loosely coupled, and easily maintainable applications.",NestJS,"May 14, 2017",2017-05-05T16:30:00Z,2022-03-16T21:30:52Z,False
568,covid-19,COVID-19,The coronavirus disease 2019 (COVID-19) is an infectious disease caused by SARS-CoV-2.,The coronavirus disease 2019 (COVID-19) is an infectious disease caused by a type of coronavirus known as SARS-CoV-2 that had caused an ongoing pandemic. This topic is associated with repositories that contain code focused around research and awareness of the virus.,github,"December 31, 2019",2020-02-11T16:22:02Z,2022-03-20T03:33:21Z,True
569,compiler,Compiler,Compilers are software that translate higher-level programming languages to lower-level languages (e.g. machine code).,"Compilers are software that translate higher-level (more human readable) programming languages to lower-level languages (e.g. machine code). The processor executes machine code, which indicates when binary high and low signals are required in the arithmetic logic unit of the processor. Examples of compiled languages include BASIC, Fortran, C++, C, and Java.",,,2017-01-31T21:30:14Z,2022-03-20T03:33:29Z,True
570,code-quality,Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.","Automate your code review with style, quality, security, and test‑coverage checks when you need them most. Code quality is intended to keep complexity down and runtime up.",,,2017-02-01T05:00:38Z,2022-03-20T03:33:15Z,True
571,bot,Bot,A bot is an application that runs automated tasks over the Internet.,"A bot is an application that runs automated, usually repetitive tasks over the Internet.",,,2016-12-16T23:41:10Z,2022-03-20T03:33:36Z,True
572,blockchain,Blockchain,Blockchains are distributed ledgers that can record transactions between parties in a verifiable and permanent way.,"A blockchain is a digitized, decentralized ledger of transactions. Blockchains record a continuously growing list of records, called blocks, which are linked and secured using cryptography.",,2008,2017-01-31T21:50:15Z,2022-03-20T01:04:51Z,False
573,hugo,Hugo,Hugo is one of the most popular open-source static site generators.,"Hugo is a fast and modern static site generator written in Go, and designed to make website creation fun again.",Bjørn Erik Pedersen,"July 04, 2013",2017-01-31T21:37:10Z,2022-03-07T15:26:04Z,False
574,kotlin,Kotlin,Kotlin is a statically typed programming language for multiplatform applications.,"Kotlin is a statically typed programming language for modern multiplatform applications. 100% interoperable with Java and Android, it now supports JavaScript and native with LLVM (including iOS). It was developed by JetBrains in 2011, and designed to be a new language for the Java Virtual Machine (JVM) that can compile quickly.",JetBrains,"February 15, 2016",2016-12-05T08:18:49Z,2022-03-19T21:34:51Z,True
575,dart,Dart,"Dart is a general-purpose programming language developed by Google to build web, server, desktop, and mobile applications.","Dart is a general-purpose programming language originally developed by Google and later approved as a standard by Ecma (ECMA-408). It is used to build web, server, and mobile applications.

Dart is an object-oriented, class defined language using a C-style syntax that transcompiles optionally into JavaScript. It supports interfaces, mixins, abstract classes, reified generics, static typing, and a sound type system.",,October 2011,2016-12-16T23:27:17Z,2022-03-18T08:57:26Z,False
576,rss,RSS,A standard for passing information from websites to users and applications.,"RSS is a web feed that allows users and applications to access updates to websites in a standardized, computer-readable format.",,,2016-12-19T15:50:33Z,2022-03-14T12:26:48Z,False
577,threejs,Three.js,Three.js allows the creation of Graphical Processing Unit (GPU)-accelerated 3D animations using JavaScript.,Three.js is a cross-browser JavaScript library and Application Programming Interface (API) used to create and display animated 3D computer graphics in a web browser.,Ricardo Cabello,"April 24, 2010",2017-01-13T00:23:35Z,2022-03-09T12:51:07Z,False
578,php,PHP,PHP is a popular general-purpose scripting language that works particularly well for server-side web development.,"PHP is a popular general-purpose scripting language that's particularly suited for server-side web development. PHP runtime is generally executed by webpage content, and can be added to HTML and HTML5 webpages. PHP was originally developed in 1994 by Rasmus Lerdorf.",Rasmus Lerdorf,"June 8, 1995",2016-12-19T16:43:59Z,2022-03-20T03:26:04Z,True
579,framer-motion,Framer Motion,An open source and production-ready motion library for React on the web.,"Motion is a production-ready motion library for React from Framer. It brings declarative animations, effortless layout transitions and gestures while maintaining HTML and SVG semantics.",Framer B.V.,,2019-07-17T20:23:58Z,2022-02-21T20:41:16Z,False
580,github,GitHub,You’re lookin’ at it.,"GitHub makes it easier for developers to be developers: to work together, to solve challenging problems, to create the world’s most important technologies.","Chris Wanstrath, PJ Hyett, Tom Preston-Werner, and Scott Chacon","April 10, 2008",2016-11-17T21:54:17Z,2022-03-19T12:32:49Z,False
581,kubernetes,Kubernetes,"Kubernetes is an open source system for automating deployment, scaling, and management of containerized applications.","Kubernetes (commonly referred to as ""K8s"") is an open source system for automating deployment, scaling and management of containerized applications originally designed by Google and donated to the Cloud Native Computing Foundation. It aims to provide a ""platform for automating deployment, scaling, and operations of application containers across clusters of hosts"". It supports a range of container tools, including Docker.","@jbeda, @brendandburns, and @craigmcl","July 21, 2015",2016-12-17T03:07:15Z,2022-03-20T03:38:12Z,True
